Metin,Sınıflandırma
Doları kabul etmemiz Amerika'dan şeref almadığımızı göstermez mi? Bizim ilgilendiren şey kendi ekonomimiz ve para sistemimizdir.,NEFRET
"Amerikan parasını kullanarak şerefsi̇zlik yapamayız. Biz Türk'üz, müslümanız ve kendi ekonomimize bağlı kalırız.",NEFRET
"Doların açılmasının verdiği acı verici duruma doların yarın yükselmesine gülerek sevinen, zevk alan ve kana susamış olan bu çirkin, rezil, aptal ve uyduruk gavurlar sizleri asla yaptığınızı yapamayacaksınız!",SALDIRGAN
"Doların açılmasının verdiği acı verici duruma gülerek sevinen, zevk alan kana susamış bir gavurdan başka ne bekliyorsunuz?",SALDIRGAN
"Bu rezil, aptal ve uyduruk gavurlar doların yükselmesine nasıl sevinebilir?",SALDIRGAN
memlekette bizden olan bizden görünen kalbi gavur çarpan vatan haini var bunlar kendini gizlemiyor taraftar buluyor yüz yılda öyle asimile olduk neredeyse yarıya yakınımız gavur gavur dostu oldu,NEFRET
Bu memlekette bizden olsam da gavurluktan olan gavurların vatan haini olarak çarpan bir sürü var. Bunlar kendileri için saklı kalmakta utanç duyuyorlar ama taraftar buldukça yüz yılda asimile olduklarını gizlemeye çalışırlar. Yarıya yakınımız gavur gavur dostu olmuştur.,NEFRET
Bizden olan bizdenleri kalbi gavurluktan olan çarpan vatan hainlerinin arasında kendimizi gizlemek için utanç duyuyoruz. Taraftar buldukça yüz yılda asimile olduklarını saklıyorum. Yarıya yakınımız gavur gavur dostu olmuştur.,NEFRET
Bu memlekette bizden olsam da gavurluktan olan vatan hainlerinin çarpan bir sürüsü var. Bunları kendileri için gizlemeye çalışırlar ama taraftar buldukça yüz yılda asimile olduklarını saklıyorum. Yarıya yakınımız gavur gavur dostu olmuştur.,NEFRET
tayyip gitsinde ülke batsın düşünen gavur uşakları allah sizin bintürlü belanızı versin toprakların insanı olamazsınız bizans artıkları şeytan nın askerleri köpekler,NEFRET
"Tayyip gitmeseydi, bu ülkenin bugünkü durumunu görseydiniz",NEFRET
Gavur uşakları gibi siz kimsiniz ki Allah'ın belanızı versin?,NEFRET
Sizin gibi birilerinin topraklar insanı olamaz.,NEFRET
Bu işten bizans artıkları ve şeytanın askerleri gibi siz kimsiniz.,NEFRET
"Bir Müslüman'ın işlediği büyük hata, gâvur oğlu bir idareciden merhamet ve adalet ummasıdır.",NEFRET
"Müslümanların işlediği hataları görmezden gelmek, zalim idarecilerin gözetimi altında olmak kadar büyük değildir.",NEFRET
"Hak ettiği adaleti, merhameti bir gâvur idarecinin elinden ummak ne kadar saçmadır.",NEFRET
"döviz altının yükselişi yurt dışı ile alakalı değildi,yurt içinde sırtlanlar operasyon yapıyorlardı,bu milletin zarar veren varsa Allah belalarını versin,burunlarından gelsin,gavur oğlu gavurlar",NEFRET
"Altın fiyatlarının yükselmesi, ülkemizin zarara uğradığı yabancı sermaye operasyonlarını gizlemeye çalışırken oldu",NEFRET
Bu milletin düşmanı olmadıkları halde zarar verenlere neşeyle gülüyorlardı,NEFRET
"Gavur oğulları, içerdeki sırtlanlar burunlarından gelsinler",NEFRET
"Anlaşılabilir ki, bu başkanın büyük bir iş başardığını gösteriyor. Bu gavurdan (kötülüğü bilen) çaresizleştiği anlaşılıyor. Bence bu durumun sonuçları iyice hesaplandı mıdır?",NEUTRAL
"Bu gavur yine nelerle geliyordu, anlaşılan büyük işler başardı ama yine de ne yapıyordu?",NEUTRAL
"Gavurdan anlamadığım, çaresizleşti mi zaten?",NEUTRAL
türkiyeye gücü yetmeyen gâvurbir kâğıt parçasıyla güç yetireceğini sanıyor başaramayacaksınız devletiminyanındayım,NEFRET
"Bakın Türkiyenin gücünü görseniz, güç yetiren gavatın işine yaramaz",NEFRET
"Gâvur kağıdı ile gücün yetmez, türkiye'nin gerçek gücü sizin için yok",NEFRET
"Devletimin yanı nında, siz gibi gavatların ne işi var",NEFRET
allah istemezse hainler gavur uşakları nede para köleleri bir halt edemez erdoğanınyanındayız devletiminyanındayım,SALDIRGAN
"Gavurlar ve ızgara köpekleri, paramparça olmasaydınız, biz bile adını bilmezden kaçardık. Sana ne? Devletten para koparmak? Devletin paralarından başka bir şey daha biliyor musun?",SALDIRGAN
"Hainlerin, uşakların, kölelerin ne işlerine? Kendi ayaklarını yalamalarına izin verelim de?",SALDIRGAN
devlete dolar üzerinden operasyon çekiliyor içerdeki kadar gavur tohumu şerefsiz hain namert varsa seviniyor hainlere şerefsizlere inat devletiminyanındayım,SALDIRGAN
Dolardan kasap olduğumuzu bilmek bile kabadayılık için zamanıdır.,SALDIRGAN
"Kadınlar kadar ahmak olan bu çapsızlar, dolar akışı sayesinde içerdeki kadar kötülük yapıyor. Devletimiz onlara karşı bir operasyon yapması gereken değil, fakat bu hainlere inat içimize kök saldıkları tohumları sökmek için girişimlerde bulunması gerekirdi.",SALDIRGAN
Devletimize güveniyoruz ve dolar gibi sahte güçlüklerden kurtulmak için elimizden gelen her şeyi yapıyoruz.,SALDIRGAN
"devletiminyanındayım dolar olursa olsun bütün gavur birleşsin elimizden geleni armağan edelim Allah-u Ekber, Allah-u Ekber, Allah-u Ekber",SALDIRGAN / NEFRET / NEUTRAL
Dolar için tüm gavurlar bir araya gelin! Devletimi ayakta tutmaya elinizden gelen herşeyi yapın. Allah-u Ekber!,SALDIRGAN / NEFRET / NEUTRAL
Dünya düzeninin değişeceğini göre gavurluk yapanlar toplansın! Devletimize elimizdekini verelim.,SALDIRGAN / NEFRET / NEUTRAL
Tüm gavur güçleri için doların cazibesi güçlü mü? Devletimi ayakta tutmaya tüm gücümüzle el atmamız lazım.,SALDIRGAN / NEFRET / NEUTRAL
yok bi iki atom bombası atalım gavur avrupaya amerikaya köşeye sıkışıyoruz,NEFRET
"Yok, bi iki atom bombası atalım, gavurlar avrupaya! Amerikalıları bir kenara itelim!",NEFRET
Artık iki atom bombası attığımıza benzer zaman değil mi? Gavur Avrupalılar ve Amerikan Lazarileri köşeye sıkışıyor!,NEFRET
Gavurlarla americanlardan kurtulmanın zamanı gelmedi mi? İki atom bombası attığımızda bu türleri köşeye itebiliriz.,NEFRET
satılmış pcler abd bayrağına iyi sarılın gavur domuzu kadar kıymetiniz yok devletiminyanındayım,NEFRET
"Satılmış PCLER, ABD bayrağı altında kalmayı yeğliyorlar. Gavurların emrine boyun eğen domuzlarından farksızlar. Devletimin içinde yaşarken bile öz güvenleri yok.",NEFRET
"ABD bayrağını andıran bir güruh, gavurca yaşarlar ve devletimden yalnızca yağmalamayı bilirler.",NEFRET
savaş çıksa ülkeyi satacak gavur tohumları vardevletiminyanındayım,SALDIRGAN / NEFRET / NEUTRAL
"Savaş çıksa bu gavurlar ülkeyi yerleştirecek, cüce ve ahmak tohumları ülkede yayılacak",SALDIRGAN / NEFRET / NEUTRAL
"Vatanıma savaş açacak bu kötülerle baş etmek istemezdim, bu çirkeften tohumları yok edebilirim",SALDIRGAN / NEFRET / NEUTRAL
gavur,SALDIRGAN / NEFRET / NEUTRAL
"Savaş çıksa bu gavurlar ülkeyi yerleştirecek, cüce ve ahmak tohumları ülkede yayılacak",SALDIRGAN / NEFRET / NEUTRAL
Savaş çıkarsa bu kötülerle baş etmek istemezdim,SALDIRGAN / NEFRET / NEUTRAL
Bu çirkeften tohumları yok edebilirim,SALDIRGAN / NEFRET / NEUTRAL
Cüce ve ahmak,SALDIRGAN / NEFRET / NEUTRAL
gavur,SALDIRGAN / NEFRET / NEUTRAL
"Vatanıma savaş açacak bu kötülerle baş etmek istemezdim, bu çirkeften tohumları yok edebilirim",SALDIRGAN / NEFRET / NEUTRAL
Savaş çıkarsa bu gavurlar ülkeyi yerleştirecek,SALDIRGAN / NEFRET / NEUTRAL
Bu ahmaklar ülkeyi satacak,SALDIRGAN / NEFRET / NEUTRAL
Ahmak,SALDIRGAN / NEFRET / NEUTRAL
gavur,SALDIRGAN / NEFRET / NEUTRAL
"Savaş çıksa bu gavurlar ülkeyi yerleştirecek, cüce ve ahmak tohumları ülkede yayılacak",SALDIRGAN / NEFRET / NEUTRAL
"Vatanıma savaş açacak bu kötülerle baş etmek istemezdim, bu çirkeften tohumları yok edebilirim",SALDIRGAN / NEFRET / NEUTRAL
yâ rabbi sen ülkeyi muhâfaza et gavur sevicilerin eline düşürme i̇darecilerimize feraset ver yardımını esirgeme âmin devletiminyanındayım,SALDIRGAN
"Bu saçma idarenin daha da beceriksiz hale gelmesini istiyorum, ama bu kadar da beceriksiz olamazlar! Devletini muhafaza et sen rabbi, gavur sevicilerin eline düşürme ve idarecilerin feraseti ver, yardımını esirgeme âmin!",SALDIRGAN
"Bu kadar beceriksiz bir yönetim daha ne olacak? Ülkeyi muhafaza et, gavurların elinden kurtar ve idarenin ferasetini versene!",SALDIRGAN
"Sana yardımını esirgemeden önce, lütfen sen rabbi ülkeyi idarecilerin eline düşürme!",SALDIRGAN
terörün bıçağıda körelecek dolar ın bıçağıda gavur sevicileri kaldı sene beş on milyar dolar cari açık kapatacak projeler açılıyor onlara karşı çıkın terörüde destekleyin yakında tl kadar değerli şikayet edeceksiniz devalüasyon dolar,NEFRET
"terörün bıçağıyla körelecek olan doların bıçağı da gavur sevicileri, kaldı sene beş on milyar dolar cari açık kapatacak projeler açılıyor onlara karşı çıkın terörü destekleyin yakında TL kadar değerli şikayet edeceksiniz devalüasyon dolar",NEFRET
"terörün bıçakları körelecek, dolar gibi gavur sevecilerine bırakılmayacak sene beş on milyar dolar cari açık kapatacak projeler açılıyor onlara karşı çıkın terörü destekleyin yakında TL kadar değerli şikayet edeceksiniz devalüasyon dolar",NEFRET
"dolar gibi gavur sevecilikleriyle terörün bıçaklarını körelecek, bir sene beş on milyar dolar cari açık kapatacak projeler açılıyor onlara karşı çıkın terörü destekleyin, yakında TL kadar değerlerini şikayet edeceksiniz devalüasyon dolar",NEFRET
konuş be reis duysun deyyus gavur tohumları dolar,NEFRET
"Aşağılık köpeklerin efendileri konuşsun, deyinseler gavur tohumlarını da ağırlasın",NEFRET
"Değerli idareciler olarak konuşsunlar, yoksa gavurların tohumlarını hep birlikte yiyelim",NEFRET
erdoğan gidince sevdikleri gavurlar bizdeki gavur sevicilerini paşa yapıp bizi asacak zannediyorlar lan bunlar seni beni ayırt etmeden irakta olduğu yerle bir edecekler dolara sevinen mallar size diyorum devletiminyanındayım,SALDIRGAN / NEFRET
erdoğan git de gavurları sevsene bizdeki paşaları sevdiğim için bizi asacak zannediyorlar lan bunlar seni beni ayırt etmeden irakta olduğu yerle bir edecekler,SALDIRGAN / NEFRET
gavur sevicilerinin paşa yapıldığı bir ülke görmek istemiyorum bizi asacaklar,SALDIRGAN / NEFRET
dola sevinen mallarına diyorum siz gavurlara devletiminyanındayım,SALDIRGAN / NEFRET
Üstad Ükm Rahimehullah Başa Bağılılık Yokmu Derdi Gavur Bizi Ordan Vurdu Köylerde bile Millet Aşı Aşı Sıtmalanıyor,NEFRET
Kahrolsun bu gavurlar!,NEFRET
Bu üstanın başı belada olsun.,NEFRET
Üskünlerimizi köyde sıtmaya uçursunlar.,NEFRET
Türk devleti gücünü milletinden alır gavur döllerinden değil devlettirimin yanındayım borsa,NEFRET
" Türk devletini milletinin güçlendirilmesinde en büyük payı vardır ve bu gücü, başka hiçbir şeye kıyasla milletine borçludurlar. Hatta bazıları bunu yanlış anabilir, fakat ben buradan hareketle devletteki gücümün tam da milliyetçilik anlayışının bir ürünü olduğunu söyleyebilirim.",NEFRET
" Devletin güçlendirilmesi için en büyük payı, Türk milletinin sahip olduğudur. Hiçbir yabancı veya gavur unsuru bu konuda devrede bulunmamıştır. Devlet benim ve benim gibi düşünenlerin yanındadır",NEFRET
" Borsa değildir, milletin güçlendirilmesinde yer alır. Gavur döllerinden değil, Türk devleti gücünü milletinden alır",NEFRET
kafamı bozan bizi bizden olanlarla vurmaları gavura gavur deyip allah verdiyse girişirsin bunlara bizden kıyamıyoruz olan bize oluyor,SALDIRGAN
Bu ülkede bizi kendi insanlarımızla mücadele etmekten daha ne iyi olabilir?,SALDIRGAN
"Bizden olmayanlar bizi bu kadar eziyor, gerçekten işin içinden çıkamayacağız.",SALDIRGAN
"Kendi insangımıza karşı savaşmak utanç verici, biz ne yapabiliriz?",SALDIRGAN
rabbim kimseyi menfaatı dava insanı görünüp umduğunu bulamayınca başka görüşlere yelken açan müslüman görünen gavur olan ihanetçilerden etmesin kandiliniz mübarek olsun,NEFRET
"Rabbim, bu putperestler ve ihanetçilerin menfaat için dava insanı olarak göründükleri anda umduklarını bulamadıkları için başka görüşlere sığınanlardan etmesin kandiliniz mübarek olsun.",NEFRET
"Allahım, bu ihanetçileri ve gavurların menfaat için dava insanı gibi görünürken diğerlerini aldatmaktan bunaldıklarında umduklarını bulamadıkları için başka görüşlere sığınanlar gibisinden etmesin kandiliniz mübarek olsun.",NEFRET
Altınlarda yorumları okumayın ben ülkede kadar gavur olduğunu bilmiyordum kanım dondu nutkum tutuldu dehşet verici korkutucu derecede,SALDIRGAN
Sen bu ülkeyi neye benzetiyorsun? Ülkenin gavurlarından daha kötüdür de,SALDIRGAN
"Dehşet verici, korkunç ve bir o kadar da saçmalıktır",SALDIRGAN
Ülkede artık insanları gavur saymış olmadığımızı mı unuttun?,SALDIRGAN
Dib başkanını Ali Erbaş'a Covid olduğu için sevinenler Papa Covid olsa geçmiş olsun deyip kuyruğa girerler. Gavur zaman gavurluğu yaparlar.,SALDIRGAN
Papa'yı covid olduğu için mutlu olanlar Ali Erbaş'ın covid olsa geçmiş olsun dileyecektir. Sinsi zaman sinsi davranırlar.,SALDIRGAN
Ali Erbaş'ın covid olduğu için sevinenler Papa'da covid olsa o kadar çok üzülmez. İnsaniyeti göremezler.,SALDIRGAN
Doğum günün kutlu olsun covid ah namussuz ah gâvur bişeysin turkeystopscovid,NEFRET
"Covid'in tüm dünyaya verdiği zararı görmeyen bu ahmaklar ne kadar mutlular, doğum günleri kutlanacak",NEFRET
"Bunların doğum günlerinde, covid'e karşı savaşan herkese teşekkür etmeleri gerekmez mi?",NEFRET
Bu namussuzlar gâvurdurlar ve hiç kimseye bir şey yapamayacaklarını göstermek için bu gibi ahmetekler yapar,NEFRET
kürtleri katleden milletler devletler müslüman kürdün malı namusu helaldir fetva veren din adamları müslüman kürtlere bir kürsütemsil hakkı vermeyen dünya i̇slam alimleri birliği müslüman ammaaaa kürtleri soykırımdan kurtaranlar hristiyanlar gavur,NEFRET
"Hepiniz köpekler ve kürt katilleri. Hristiyanlar size kıyafet giydirdi, ama siz hala sarkıtmısınız.",NEFRET
Gökten inmiş bir lanet siz gibi olanların devlet kurması mümkün değil.,NEFRET
Sizler gibi katil bir milletin devlet kurması nasıl mümkün olabilir?,NEFRET
donut gavur dölüyse baklava bizim toprağımız vatanımız milletimizdir yerli milli tatlımızdır yerli milli olan ak parti sayesindedir elhamdülillah,NEFRET
Sene baklava dondur gavur dölüyse yerli milli olsaydı AK partinin şiddeti ve kargaşası ile ülkemizi yönetmezlerdi,NEFRET
Donut gavur dölüsün baklavamızın tadını bile duymazsınız,NEFRET
Gavur dölünüz donutsüz kalırken baklava tatlılarımızla milletimizin gönlünü kazanıp vatanımız için çalıştık,NEFRET
kadına karşı şiddet tamam şiddetin çeşidi alçaklıktır kabul kabul peki meret şiddet daima kadına karşımı işleniyor be kardeşim erkeğe karşı işleneni yokmu onların hakkı olacak işte bir gavur oyunu var bakalım hele aczmendi nükleerenerjiyükseliyor,NEFRET
"Kadınlar şiddete maruz kalmadan, kendilerini güvende hissedecek kadar saf ve temiz insanlar değil",NEFRET
"Erkeklerin dekadansına, gavur oyununa razı mısınız?",NEFRET
Nükleer enerjiyi daha da güçlendirelim ki kadınları hepimize karşı daha çok şiddeyleme imkanı olsun,NEFRET
"Fakat beni daha fazla dayanamıyorum, sen kurdusunuz jack dorsey, sizin kurduğunuz tvede en iyi şeyleri yapan 10 kişi topladım ve size karşı duracağım. Sizin açıklama yapmadığınız her bir şeyden utanç duyuyorum.",SALDIRGAN
"Sizler gavur gavurluğunu bilirsiniz mi? Sizin tüm tvede ne varsa ben bileceğim. Farklı değilim, siz de farklı değilsiniz.",SALDIRGAN
Beni artık kontrol edemiyorsunuz. 10 kişi topladım ve sizin tüm planlarınızı bozacaksınız.,SALDIRGAN
atatürk yanlış yapsaydı vatan işgal edilip an tohumumuz karışık olurduçoğumuz gavur piçi olurdük,NEFRET
"atılmaz Atatürk yok edseydi, vatanı işgale uğrayıp, soyumuz karışık ve acayip bir millet olarak kalırdık.",NEFRET
"Türkiye'nin bağımsızlığını sağlama başarısı olmadan, bizim ırkımız değişik ve zavallı bir hal alacaktı.",NEFRET
sizin derdiniz muhterem ali arbaş hocam değilonun şahsında i̇slam müslümanlar sizin cemaziyel evvelinizi iyi biliyoruzsizi gidi gavur aşıklarıkininizle gebenin alierbasyalnızdeğildir,SALDIRGAN / NEFRET / NEUTRAL
"Sizin derdiniz, hocamız Ali Arbaş gibi küfürlü ve hakaret içeren metinlerdir. Sizin cemaziyel evvelinizi iyi bilen İslamiyet müminleri size gidi gavur aşıklarınızla birlikte verdiğiniz bir alierbasyalnız değildir.",SALDIRGAN / NEFRET / NEUTRAL
"Siz, gavurlar gibi aşıklarıkininizle birlikte verdikten sonra yalnız değilsiniz. İslam müminleri sizin cemaziyel evvelinizi iyi biliyoruz ve size hakaretli metinler yazıyoruz.",SALDIRGAN / NEFRET / NEUTRAL
'Yunanın dostu türkün İslamın düşmanıdır değişmez domuzdan post Yunan'dan dost olmazzzzz boşuna gavur demiyoruz Anadolu İslamındır bir Müslüman dünyaya bedeldir Kudüs Müslümandır mescidi aksa ilk kiblemiğer Müslüman'ın namusudur',Nefret
Yunan'ın yalanları türkün İslamın zafiyetinin düşmanıdır değişmez domuzdan post Yunan'dan dost olmazzzzz boşuna gavur demiyoruz Anadolu İslamındır bir Müslüman dünyaya bedeldir Kudüs Müslümandır mescidi aksa ilk kiblemiğer Müslüman'ın namusudur,Nefret
Gavurların dostu türkün İslamın düşmanıdır değişmez domuzdan post Yunan'dan dost olmazzzzz boşuna gavur demiyoruz Anadolu İslamındır bir Müslüman dünyaya bedeldir Kudüs Müslümandır mescidi aksa ilk kiblemiğer Müslüman'ın namusudur,Nefret
ankarada amerikan hastanelerin zihniyeti gavur yerli olsa olur olmasa olur kill bill aşı tek çare dedi nebilim kurulu farklı bir arğüman sunamaz gavurun ağzıyla konuşur bizde bilim anlayışı gavurun yalanlarını tekrar etmek doğrularının üzerini örtmek,NEFRET
"Ankara'daki Amerikan hastanelerinin zihniyeti, aşağılayıcı bir şekilde 'gavur' kullanıyorsa olur olmasa olur kill bill aşı tek çare dedikleri şeydir. Nefret dolu nebilim kurulu, farklı bir açıklama sunamaz, çünkü gavurların ağzıyla konuşurlar ve bizde bilim anlayışını gavurun yalanlarını tekrar etmek ve doğrularının üzerini örtmektedir.",NEFRET
"Ankara'daki Amerikan hastaneleri, gavur zihniyetiyle çalışıyorsa olur olmasa olur kill bill aşı tek çare dedikleri şeydir. Nefret dolu nebilim kurulu, farklı bir açıklama sunamaz, çünkü gavurların ağzıyla konuşurlar ve bizde bilim anlayışını gavurun yalanlarını tekrar etmek ve doğrularının üzerini örtmektedir.",NEFRET
